"genus","class","fc1_p","fc2_p","fc3_p","between_mean1","within_mean1","family_mean1","total_number_between","total_number_family","total_number_within","number_1_between","number_1_family","number_1_within","freq_between","freq_family","freq_within","fc1_p_adjust","fc2_p_adjust","fc3_p_adjust","fc1","fc2"
"Unclassified_Solirubrobacterales","Skin",5.34656519090142e-33,NA,NA,0.989468212727975,0.650277528121042,NA,496,NA,99,486,NA,7,0.979838709677419,NA,0.0707070707070707,1.18567945704108e-31,NA,NA,0.339190684606933,NA
"Unclassified_Sphingomonadales","Skin",3.65943027086843e-05,NA,NA,0.978760731042678,0.780116371904514,NA,136,NA,35,130,NA,19,0.955882352941177,NA,0.542857142857143,0.000115933211102302,NA,NA,0.198644359138165,NA
"Unclassified_Streptophyta","Skin",1.76719856878918e-05,0.0491031055093784,0.892124143415465,0.887178042301265,0.862118394430519,0.792938155093712,109328,39,3683,68037,19,2177,0.622319991219084,0.487179487179487,0.591094216671192,5.94851661101357e-05,0.678446966509557,1,0.0250596478707465,3.76062296220707
"Unclassified_Tissierellaceae","Skin",0.00209859630900515,NA,NA,0.901546835714798,0.126282051282051,NA,22,NA,6,16,NA,0,0.727272727272727,NA,0,0.00530987119795264,NA,NA,0.775264784432746,NA
"Unclassified_Verrucomicrobia","Skin",0.166098780694187,NA,NA,1,0.987878787878788,NA,318,NA,33,318,NA,32,1,NA,0.96969696969697,0.240625138692575,NA,NA,0.0121212121212121,NA
"Unclassified_Weeksellaceae","Skin",2.95309609572376e-05,0.718797536202863,0.120392107710133,0.768603188608558,0.69364036814638,0.939336321611675,12463,10,568,5329,3,194,0.427585653534462,0.3,0.341549295774648,9.51553186399878e-05,1,0.647107578941966,0.074962820462178,0
"Unclassified_Xanthomonadaceae","Skin",0.00038537216911523,0.308537538725987,0.667497228948985,0.871780866107084,0.665957668894938,0.636363636363636,1264,2,60,985,1,29,0.779272151898734,0.5,0.483333333333333,0.00109237073501084,0.895833333333333,1,0.205823197212145,1.14378375679783
"Unclassified_Xanthomonadales","Skin",0.00996744332288754,NA,NA,0.991194968553459,0.819349784567176,NA,15,NA,6,14,NA,3,0.933333333333333,NA,0.5,0.0222350658741337,NA,NA,0.171845183986283,NA
"Unclassified_Yersiniaceae","Skin",1.16873800819665e-05,0.666666666666667,0.666666666666667,0.705341058736955,0.481682743012727,0.656734693877551,921,2,67,406,0,2,0.440825190010858,0,0.0298507462686567,4.00558390081942e-05,0.9994093746169,1,0.223658315724227,0.217324201436514
"Varibaculum","Skin",0.0157132662118307,NA,NA,0.440263800578141,0.362499150845464,NA,1156,NA,119,49,NA,1,0.0423875432525952,NA,0.00840336134453781,0.0330944210159787,NA,NA,0.0777646497326771,NA
"Veillonella","Skin",5.89438706393951e-50,0.338750574159493,0.0185494147580132,0.865906574783488,0.774202733150099,0.859030054087291,152736,102,3682,66388,41,1178,0.434658495705007,0.401960784313726,0.319934818033677,2.46909324789466e-48,0.896386134698966,0.212699955891884,0.0917038416333896,0.0749861791361851
"Winkia","Skin",0.00319047236306589,NA,NA,0.530618485848231,0.451882491545124,NA,2651,NA,199,0,NA,0,0,NA,0,0.0078614907246787,NA,NA,0.078735994303107,NA
"Xanthobacter","Skin",2.20983369523823e-05,NA,NA,0.921476756158734,0.824438164068497,NA,163,NA,68,122,NA,33,0.748466257668712,NA,0.485294117647059,7.30795879916503e-05,NA,NA,0.0970385920902369,NA
"Xanthomonas","Skin",0.000578105712250065,0.666666666666667,0.666666666666667,0.702829880160859,0.628076304890437,0.631578947368421,4688,2,260,737,1,20,0.157209897610921,0.5,0.0769230769230769,0.00159084564611879,0.9994093746169,1,0.0747535752704225,0.953144147750613
"Abiotrophia","Oral",2.41824757568851e-07,0.0850843418289124,0.69741324726568,0.404025287907512,0.371641950021544,0.354092987095313,91242,96,3057,0,0,0,0,0,0,4.10183766002861e-07,0.29446180351428,0.83273223554111,0.0323833378859684,1.54191334407918
"Acinetobacter","Oral",3.02954438196622e-06,NA,NA,0.853496174577036,0.656348543862769,NA,3058,NA,102,2350,NA,45,0.768476128188358,NA,0.441176470588235,5.01183885411696e-06,NA,NA,0.197147630714267,NA
"Actinomyces","Oral",7.93387333981452e-171,0.117876328890033,0.0010639567845744,0.657919242972415,0.539623627646475,0.625025681467222,431445,199,8747,23264,17,173,0.0539211255200547,0.085427135678392,0.0197782096718875,3.54379675845049e-170,0.33678951111438,0.00265989196143599,0.11829561532594,0.278062389840583
"Aggregatibacter","Oral",2.48807307965341e-63,0.00014555512903778,0.895458368576243,0.619499341732967,0.528335631784123,0.476326634061149,196465,98,5367,23703,0,262,0.120647443565012,0,0.0488168436743059,6.80411821782768e-63,0.0029111025807556,1,0.0911637099488437,1.57050111005968
"Alloprevotella","Oral",0,0.957947877190759,2.93071071488906e-18,0.849353566730135,0.608982110244335,0.884708473531993,277683,123,6829,46764,38,154,0.168407860762092,0.308943089430894,0.0225508859276614,0,1,2.34456857191125e-16,0.2403714564858,NA
"Aminipila","Oral",1.45808752242886e-30,NA,NA,0.597942093649076,0.514788920464084,NA,17850,NA,3060,286,NA,62,0.0160224089635854,NA,0.0202614379084967,3.48899514295477e-30,NA,NA,0.0831531731849917,NA
"Anaeroglobus","Oral",3.61210317651076e-08,0.5,1,0.773827974244416,0.546313192436801,0.428571428571429,3505,1,149,2311,0,48,0.659343794579173,0,0.322147651006711,6.36870823226897e-08,0.833333333333333,1,0.227514781807615,1.51751258942346
"Anaerosinus","Oral",2.17531193246057e-08,0.333298172059642,0.458840896260302,0.502044625084652,0.456035982804482,0.463544511162986,57838,17,2176,0,0,0,0,0,0,3.88655731932955e-08,0.693035749835065,0.677966101694915,0.0460086422801698,0.83680178361315
"Arachnia","Oral",3.51508779722723e-06,0.0961867371960851,0.620406820603985,0.601827742759336,0.40965228214172,0.35974025974026,4960,10,181,2180,1,27,0.439516129032258,0.1,0.149171270718232,5.74416786376157e-06,0.295959191372569,0.808080808080808,0.192175460617616,1.25972110196095
"Bacteroides","Oral",0.00159204599510505,NA,NA,0.907916373213115,0.701908045977012,NA,471,NA,25,392,NA,10,0.832271762208068,NA,0.4,0.00237037959271196,NA,NA,0.206008327236103,NA
"Bifidobacterium","Oral",2.56164984494063e-44,NA,NA,0.725925287405563,0.49128600033929,NA,6771,NA,610,2296,NA,10,0.339093191552208,NA,0.0163934426229508,6.35668665226009e-44,NA,NA,0.234639287066273,NA
"Butyrivibrio","Oral",1.79589153654114e-143,0.060122214844107,0.108216584894775,0.618882763630746,0.487335648698315,0.542695662493217,203886,92,6298,4844,0,21,0.0237583747780622,0,0.00333439187043506,7.07792546754451e-143,0.282928069854621,0.198511195894192,0.131547114932432,0.579162083308796
"Campylobacter","Oral",2.14382294453714e-164,0.984832411527148,3.92144760238993e-09,0.649176064705682,0.539792844151529,0.690934586330766,481839,215,9482,1725,0,3,0.00358003399475759,0,0.000316388947479435,9.26684756670893e-164,1,2.96456095390021e-08,0.109383220554153,NA
"Capnocytophaga","Oral",0,0.091294910340447,4.07627131161278e-09,0.795818070345009,0.621811146053865,0.765234879701127,445318,215,9048,20967,10,185,0.0470832079547649,0.0465116279069767,0.020446507515473,0,0.29446180351428,2.96456095390021e-08,0.174006924291144,0.175758469201554
"Cardiobacterium","Oral",6.59070932088733e-24,0.916455270766431,0.0104991554244914,0.769344391498621,0.642658511173755,0.86665120593692,30113,14,998,14307,11,262,0.475110417427689,0.785714285714286,0.2625250501002,1.44779516229328e-23,1,0.0233314564988698,0.126685880324866,NA
"Catonella","Oral",3.29910721816585e-244,0.0389305139844884,0.000769420319365744,0.640194274955497,0.496874770411716,0.591615272864332,421144,185,8799,8554,0,39,0.0203113424386908,0,0.00443232185475622,1.92208855319228e-243,0.207629407917272,0.00198560082416966,0.143319504543781,0.338955972851028
"Centipeda","Oral",9.84284146893876e-27,NA,NA,0.699058301896118,0.402252963218568,NA,2852,NA,308,1336,NA,18,0.468443197755961,NA,0.0584415584415584,2.27403578765137e-26,NA,NA,0.29680533867755,NA
"Corynebacterium","Oral",6.3250084899162e-144,0.373700908628891,1.30407205016841e-05,0.684253172108704,0.543235837297098,0.674697006527426,268440,160,5570,57790,34,680,0.21528088213381,0.2125,0.122082585278276,2.56833678075385e-143,0.747401817257783,4.74208018243057e-05,0.141017334811606,0.0677658927113044
"Cryptobacterium","Oral",0.00147916060247815,NA,NA,0.565872915174026,0.445442443734946,NA,931,NA,104,0,NA,0,0,NA,0,0.00222705079474239,NA,NA,0.120430471439081,NA
"Dialister","Oral",6.10965674873619e-25,0.496304577012691,0.189980184599589,0.665178110296879,0.558432867363152,0.626106656319113,69215,26,1635,14827,10,202,0.214216571552409,0.384615384615385,0.123547400611621,1.38761695649263e-24,0.833333333333333,0.323370526978024,0.106745242933726,0.366025247626476
"Eggerthia","Oral",2.45135860267662e-05,NA,NA,0.460646859773833,0.401858068728275,NA,6769,NA,1106,0,NA,0,0,NA,0,3.95761509347792e-05,NA,NA,0.058788791045558,NA
"Eikenella","Oral",7.27314625915905e-226,0.321417413245402,0.5,0.754303722242753,0.483085154926316,0.524130190796857,36793,3,2544,18035,1,55,0.490174761503547,0.333333333333333,0.0216194968553459,3.74846768741274e-225,0.693035749835065,0.677966101694915,0.271218567316437,0.848664358503696
"Eubacterium","Oral",5.50619986176431e-91,0.71473133873316,0.000175932821172518,0.601247680589584,0.509943616134232,0.616532681323417,375096,180,7974,19486,7,59,0.0519493676285538,0.0388888888888889,0.00739904690243291,1.7995872718937e-90,0.954341999706494,0.000521282433103756,0.0913040644553527,NA
"Faecalibacterium","Oral",0.26250363229591,1,1,0.812547345290944,0.757305874669521,1,1093,1,34,746,1,21,0.68252516010979,1,0.61764705882353,0.325698951181962,1,1,0.0552414706214227,NA
"Faucicola","Oral",0.0916442096352486,NA,NA,0.463630512371334,0.390931280691084,NA,499,NA,62,0,NA,0,0,NA,0,0.124043677688114,NA,NA,0.0726992316802499,NA
"Filifactor","Oral",7.34819372496142e-13,NA,NA,0.572389472022161,0.513156053906818,NA,15357,NA,2221,0,NA,0,0,NA,0,1.40665422734976e-12,NA,NA,0.0592334181153427,NA
"Fretibacterium","Oral",0.000363051604071847,0.697211691832327,0.321417413245402,0.753211667062051,0.684149651705837,0.888888888888889,12109,3,608,7064,2,300,0.583367743001074,0.666666666666667,0.493421052631579,0.000565685057507296,0.954341999706494,0.49448832806985,0.0690620153562139,NA
"Fusobacterium","Oral",3.04840214720133e-37,0.0775908764304709,0.27584197817717,0.758685735759129,0.709006772229962,0.739701451442472,404042,190,8454,24314,5,275,0.0601769123011964,0.0263157894736842,0.0325289803643246,7.42701614045416e-37,0.29446180351428,0.432693299101443,0.0496789635291673,0.382139299373891
"Gardnerella","Oral",7.98505084554859e-25,NA,NA,0.88297200634863,0.281705140500997,NA,77,NA,94,60,NA,0,0.779220779220779,NA,0,1.78332802217252e-24,NA,NA,0.601266865847633,NA
"Gemella","Oral",3.33794717355408e-80,0.0687906478758842,0.0717958032596941,0.544601298313312,0.464078056317657,0.503904634905898,471211,215,9264,0,0,0,0,0,0,9.723585244701e-80,0.286457820931055,0.140089372214037,0.0805232419956549,0.505402693667131
"Granulicatella","Oral",4.980257425856e-228,0.887156964616127,2.05958347911007e-09,0.681518293443957,0.450322405751101,0.753778311062623,99966,73,3701,29328,20,66,0.293379749114699,0.273972602739726,0.0178330181032153,2.66941798025882e-227,1,2.05958347911007e-08,0.231195887692857,NA
"Haemophilus","Oral",2.10141608299758e-99,0.630661573716154,0.000216178083312444,0.566700399525812,0.47723980904014,0.575341487914443,485769,222,9519,0,0,0,0,0,0,7.03974387804191e-99,0.954341999706494,0.000617651666606982,0.0894605904856715,NA
"Johnsonella","Oral",0.0128987601687936,NA,NA,0.310210339242597,0.0734126984126984,NA,93,NA,12,14,NA,0,0.150537634408602,NA,0,0.0187873245936777,NA,NA,0.236797640829899,NA
"Kingella","Oral",2.58496878123223e-29,0.329377243322896,0.117099243663858,0.523839650779988,0.412122094033298,0.495330834130364,77492,38,1871,7646,2,7,0.0986682496257678,0.0526315789473684,0.00374131480491716,6.0769441523705e-29,0.693035749835065,0.208176433180192,0.111717556746689,0.255186538981199
"Klebsiella","Oral",0.280574326898743,NA,NA,0.81985488794481,0.751971764822232,NA,60,NA,6,33,NA,2,0.55,NA,0.333333333333333,0.344926236737905,NA,NA,0.0678831231225784,NA
"Lachnoanaerobaculum","Oral",0,0.000672962336410005,0.000741808531039598,0.713632546096826,0.544542585047518,0.629703565589772,461441,206,9288,11475,0,69,0.0248677512401369,0,0.00742894056847545,0,0.0107673973825601,0.00197815608277226,0.169089961049308,0.496356968717854
"Lacticaseibacillus","Oral",6.3303521891418e-14,NA,NA,0.980434934467047,0.533528617339197,NA,27,NA,78,24,NA,0,0.888888888888889,NA,0,1.26607043782836e-13,NA,NA,0.44690631712785,NA
"Lactobacillus","Oral",2.1853425707427e-10,NA,NA,0.915546179780531,0.814058917374121,NA,724,NA,137,519,NA,44,0.716850828729282,NA,0.321167883211679,4.01145074629482e-10,NA,NA,0.10148726240641,NA
"Lancefieldella","Oral",4.60113791640472e-216,0.13443169495515,3.44477020623712e-05,0.621290203857253,0.484709218426775,0.597202341248878,446180,213,9142,33556,0,140,0.0752073154332332,0,0.0153139356814701,2.20197314570797e-215,0.358484519880399,0.000110232646599588,0.136580985430478,0.176363221662621
"Lautropia","Oral",4.11145024805282e-53,0.295444365778935,0.0220197779428756,0.636286016123991,0.553735992914079,0.63149274151305,237497,122,5634,30470,3,383,0.128296357427673,0.0245901639344262,0.0679801206957757,1.05948910238284e-52,0.693035749835065,0.0463574272481592,0.0825500232099122,0.0580650910146084
"Leptotrichia","Oral",0,0.00761531813752477,5.57758747775837e-10,0.808859469007908,0.612593300126905,0.761495919413218,466346,215,9239,19959,0,73,0.0427986945315281,0,0.00790128801818379,0,0.067691716777998,6.37438568886671e-09,0.196266168881002,0.241323045457756
"Limosilactobacillus","Oral",6.57559042553687e-14,NA,NA,0.832438217516891,0.651090555329394,NA,656,NA,164,244,NA,8,0.371951219512195,NA,0.048780487804878,1.29577811326756e-13,NA,NA,0.181347662187497,NA
"Megasphaera","Oral",2.88627642505044e-136,0.655321686707169,2.18929108745852e-06,0.647599945951932,0.534788672604943,0.664677911634682,398853,217,8183,0,0,0,0,0,0,1.07433622487989e-135,0.954341999706494,9.21806773666745e-06,0.11281127334699,NA
"Metamycoplasma","Oral",4.29757276396564e-134,0.867763639052398,0.00233177716832085,0.704619835374958,0.491550368763994,0.752,49653,25,2648,22191,18,211,0.446921636154915,0.72,0.0796827794561934,1.55641824424702e-133,1,0.00532977638473338,0.213069466610963,NA
"Metaprevotella","Oral",0.000388187534053566,NA,NA,0.745686473862615,0.445290740260019,NA,200,NA,31,116,NA,3,0.58,NA,0.0967741935483871,0.000597898040956066,NA,NA,0.300395733602596,NA
"Mobiluncus","Oral",6.94075928544034e-08,NA,NA,0.500073057476956,0.35519963696717,NA,2980,NA,260,308,NA,0,0.103355704697987,NA,0,1.20787239512858e-07,NA,NA,0.144873420509786,NA
"Mogibacterium","Oral",3.47176376430505e-62,0.965467942398615,1.20547211086891e-05,0.552916176968344,0.478783812176415,0.610642264070536,405129,169,8297,3546,6,58,0.00875276763697489,0.0355029585798817,0.00699047848619983,9.30432688833753e-62,1,4.59227470807202e-05,0.0741323647919294,NA
"Moraxella","Oral",5.6971115489059e-17,NA,NA,0.867776784198073,0.632758053633543,NA,697,NA,123,463,NA,11,0.664275466284075,NA,0.0894308943089431,1.17448145777445e-16,NA,NA,0.23501873056453,NA
"Moryella","Oral",3.0427996496701e-13,NA,NA,0.760643884005143,0.427711602552333,NA,105,NA,66,35,NA,0,0.333333333333333,NA,0,5.90920511675063e-13,NA,NA,0.33293228145281,NA
"Mycoplasmopsis","Oral",1.36479991167694e-17,NA,NA,0.699417940434107,0.489216039757639,NA,201,NA,502,49,NA,33,0.243781094527363,NA,0.0657370517928287,2.85754981507358e-17,NA,NA,0.210201900676468,NA
"Neisseria","Oral",3.88596424913654e-122,0.337854928044594,0.000447990373070477,0.708388806379379,0.61306514431439,0.709623974261552,466244,222,9334,22175,10,129,0.0475609337600055,0.045045045045045,0.0138204413970431,1.37031370890604e-121,0.693035749835065,0.00123583551191856,0.0953236620649895,NA
"Olsenella","Oral",0.020319259624264,NA,NA,0.702213505324878,0.487366020181957,NA,572,NA,23,307,NA,4,0.536713286713287,NA,0.173913043478261,0.0292772127919503,NA,NA,0.214847485142921,NA
"Oribacterium","Oral",0,0.0115888067872012,2.49269036079049e-05,0.684661675056797,0.51533338484949,0.620469838973908,465309,203,9313,5769,0,34,0.0123982128005261,0,0.0036508106947278,0,0.0842822311796452,8.30896786930163e-05,0.169328290207307,0.379096936514858
"Parvimonas","Oral",4.84922476781868e-253,0.713756925285528,7.81313363096898e-06,0.736668076553905,0.556870266695959,0.730993683812785,234507,96,5868,61209,36,419,0.261011398380432,0.375,0.0714042263122018,3.09426723279859e-252,0.954341999706494,3.12525345238759e-05,0.179797809857947,0.0315598546256097
"Peptoanaerobacter","Oral",6.46678103943981e-79,NA,NA,0.644049631499088,0.48079513769838,NA,20437,NA,2354,2501,NA,64,0.122376082595293,NA,0.0271877655055225,1.84372055167007e-78,NA,NA,0.163254493800708,NA
"Peptoniphilus","Oral",0.00803192479451479,NA,NA,0.78,0.288888888888889,NA,15,NA,6,11,NA,0,0.733333333333333,NA,0,0.0118272299171976,NA,NA,0.491111111111111,NA
"Peptostreptococcus","Oral",2.20327105523316e-149,0.65298417275006,5.82387719955501e-07,0.664016735076438,0.540608914301345,0.688806165045128,371727,196,7833,0,0,0,0,0,0,9.22619754378884e-149,0.954341999706494,2.74064809390824e-06,0.123407820775093,NA
"Porphyromonas","Oral",1.64796019527173e-246,0.00135933328044179,0.0173204819560058,0.719085250659506,0.581709988185909,0.637847903174266,441519,215,9041,14787,6,88,0.033491197434312,0.027906976744186,0.00973343656675147,1.00375757348369e-245,0.0181244437392239,0.0374496907156882,0.137375262473598,0.591353537911188
"Prevotella","Oral",0,0.519910908519726,4.31642380241483e-13,0.725642677661374,0.533330049804628,0.710020976970013,487750,222,9531,2398,0,5,0.00491645310097386,0,0.000524603924037352,0,0.848834136358736,1.15104634731062e-11,0.192312627856746,0.0812307588194237
"Rothia","Oral",0,4.29880205061986e-10,0.0399196900514336,0.742995971539212,0.545045499775096,0.590323253293053,484770,222,9523,41234,0,136,0.0850588939084514,0,0.0142812139031818,0,3.43904164049589e-08,0.0818865436952485,0.197950471764117,0.77126726137884
"Schaalia","Oral",1.27647699457871e-254,0.795038629958847,3.50646352545326e-10,0.60343264988088,0.475232127228852,0.624181242210719,483783,222,9516,982,0,3,0.00202983569079525,0,0.000315258511979823,8.55239586367739e-254,1,4.67528470060435e-09,0.128200522652027,NA
"Schwartzia","Oral",0.021969587373055,NA,NA,0.489734713496983,0.386394544384595,NA,1736,NA,94,333,NA,8,0.191820276497696,NA,0.0851063829787234,0.0313183479573337,NA,NA,0.103340169112389,NA
"Selenomonas","Oral",0,0.0888053085616903,2.05426105620769e-05,0.841785688051659,0.655969604040815,0.791985821240598,320879,120,7456,100693,34,901,0.313803645610962,0.283333333333333,0.120842274678112,0,0.29446180351428,7.14525584767893e-05,0.185816084010844,0.268006222799066
"Shuttleworthia","Oral",0.000180962986117003,1,0.5,0.836711248693552,0.59642385726286,1,650,1,52,453,1,18,0.696923076923077,1,0.346153846153846,0.000285282825172687,1,0.677966101694915,0.240287391430692,NA
"Slackia","Oral",0.000586484727809311,0.891386874200163,0.0585826972659832,0.432131432796473,0.392254496171787,0.565712878426313,25520,13,1032,1737,0,68,0.068064263322884,0,0.0658914728682171,0.000893056290073269,1,0.117165394531966,0.0398769366246864,NA
"Snodgrassella","Oral",1.61084944042708e-12,NA,NA,0.524342856274133,0.446627002148561,NA,5359,NA,1196,0,NA,0,0,NA,0,3.04019471855251e-12,NA,NA,0.0777158541255722,NA
"Solobacterium","Oral",1.46298475255856e-88,0.991933993371156,3.26983254963667e-07,0.580306612327661,0.494729344175687,0.643485136754902,436817,192,9031,0,0,0,0,0,0,4.55906876378714e-88,1,2.01220464593026e-06,0.085577268151974,NA
"Staphylococcus","Oral",0.104495147092673,NA,NA,0.570971302866108,0.50398241902272,NA,452,NA,44,0,NA,0,0,NA,0,0.140023497104182,NA,NA,0.0669888838433887,NA
"Stomatobaculum","Oral",9.30490151324402e-191,0.0222633881692641,7.38223170048295e-05,0.706320667933638,0.522161523544006,0.64427477991972,186120,166,4367,10551,9,79,0.0566892327530625,0.0542168674698795,0.0180902221204488,4.29950621646448e-190,0.13700546565701,0.000227145590784091,0.184159144389632,0.336914510650884
"Streptobacillus","Oral",3.14894116022998e-48,NA,NA,0.886743970300445,0.567957417139593,NA,2336,NA,292,1686,NA,26,0.721746575342466,NA,0.089041095890411,7.96147387680787e-48,NA,NA,0.318786553160852,NA
"Streptococcus","Oral",4.17252540104004e-117,0.0247059579640496,0.0775015316490032,0.561387115460585,0.480782828746174,0.517948104072773,488730,222,9549,1684,0,11,0.00344566529576658,0,0.00115195308409258,1.43363693266504e-116,0.141176902651712,0.14762196504572,0.0806042867144108,0.538916888399752
"Tannerella","Oral",0,0.0191672405794288,4.1162128306558e-07,0.880778086834099,0.621706807868261,0.829429178985708,251536,102,6483,129222,39,1103,0.513731632847783,0.382352941176471,0.170137282122474,0,0.127781603862859,2.3521216175176e-06,0.259071278965837,0.198203784122138
"Treponema","Oral",0,0.950786977947593,4.52033039253485e-07,0.878252971513292,0.632632690197025,0.92097814092699,115942,34,4319,65726,27,654,0.566886891721723,0.794117647058823,0.15142394072702,0,1,2.41084287601859e-06,0.245620281316267,NA
"Unclassified_Bacteria","Oral",0,0.101670371780948,5.23754397327991e-07,0.77787288380039,0.606435470106592,0.743616300582472,341232,153,7645,31991,10,172,0.0937514652787546,0.065359477124183,0.0224983649444081,0,0.301245546017622,2.61877198663995e-06,0.171437413693798,0.199819762091738
"Unclassified_Bacteroidales","Oral",0,0.00383310428377977,0.00120072967051127,0.79544794711422,0.655614848840123,0.736827277793409,415879,167,8535,97949,18,318,0.235522832362298,0.107784431137725,0.0372583479789104,0,0.0383310428377977,0.00291085980730005,0.139833098274098,0.419218840491573
"Unclassified_Bacteroidetes","Oral",5.90841758927062e-230,0.00937885643767997,0.904874537227478,0.795014960028108,0.636031902982991,0.469924092341527,117626,9,4630,22831,0,72,0.194098243585602,0,0.0155507559395248,3.29886648734276e-229,0.0750308515014397,1,0.158983057045117,2.04481454646028
"Unclassified_Burkholderiaceae","Oral",0.599588000114814,NA,NA,0.429755010275402,0.444929632777177,NA,63,NA,57,0,NA,0,0,NA,0,0.655404788245317,NA,NA,-0.015174622501775,NA
"Unclassified_Burkholderiales","Oral",1.23470918389795e-16,0.0697204397887871,0.728562520169729,0.587727558562796,0.481315428673059,0.404641935105322,21512,12,1054,2433,0,17,0.113099665303087,0,0.0161290322580645,2.50683379761099e-16,0.286457820931055,0.857132376670269,0.106412129889736,1.72053339828069
"Unclassified_Candidatus_Saccharibacteria","Oral",1.69543613781121e-262,0.482622951768818,2.9646905677069e-09,0.745531920815946,0.605497515405492,0.766452117232557,431603,201,8587,34793,1,232,0.0806134341049529,0.00497512437810945,0.02701758472109,1.2621580137039e-261,0.833333333333333,2.63528050462835e-08,0.140034405410454,NA
"Unclassified_Cardiobacteriaceae","Oral",0.0227825164635114,NA,NA,0.47726391114975,0.306365278763469,NA,32,NA,13,7,NA,2,0.21875,NA,0.153846153846154,0.0321353390116897,NA,NA,0.170898632386281,NA
"Unclassified_Carnobacteriaceae","Oral",1.05068967188638e-53,0.765064887044737,0.00126300857226969,0.514098853820059,0.448851909474776,0.533914006495265,478975,222,9369,0,0,0,0,0,0,2.76063560848577e-53,0.987180499412564,0.00297178487592868,0.0652469443452827,NA
"Unclassified_Clostridia","Oral",3.10815882450385e-81,0.0716144552327638,0.160540036212213,0.579957245484172,0.465697351480192,0.515542065921781,110278,69,4613,464,0,15,0.00420754819637643,0,0.00325168003468459,9.25540627741146e-81,0.286457820931055,0.279200062977761,0.11425989400398,0.563760190081633
"Unclassified_Enterococcaceae","Oral",5.60813869728712e-22,NA,NA,1,0.404639275753539,NA,48,NA,72,48,NA,0,1,NA,0,1.21208158941367e-21,NA,NA,0.595360724246461,NA
"Unclassified_Firmicutes","Oral",1.68560068650422e-11,0.715756499779871,0.214938745506902,0.497178411051627,0.445929171765806,0.566572931996319,33244,8,3063,2108,0,6,0.0634099386355433,0,0.0019588638589618,3.13709016654952e-11,0.954341999706494,0.358231242511504,0.0512492392858209,NA
"Unclassified_Flavobacteriaceae","Oral",1.74693815916645e-07,0.746267265415793,0.109181157741806,0.566491243128184,0.510573341002054,0.627400093963106,17067,20,1441,382,0,0,0.0223823753442316,0,0,3.0011501708757e-07,0.978711167758417,0.198511195894192,0.0559179021261305,NA
"Unclassified_Flavobacteriales","Oral",5.34113938774739e-139,0.150261155747736,0.657142857142857,0.839032286416077,0.644438714245468,0.619047619047619,19335,4,1776,11673,1,245,0.603723816912335,0.25,0.13795045045045,2.04489336559472e-138,0.387770724510286,0.808080808080808,0.194593572170609,1.13048270256115
"Unclassified_Gammaproteobacteria","Oral",3.79978895859982e-05,NA,NA,0.897482712714082,0.490387534926321,NA,62,NA,16,51,NA,0,0.82258064516129,NA,0,6.06156810062352e-05,NA,NA,0.407095177787761,NA
"Unclassified_Lachnospiraceae","Oral",0,0.000121596085034233,1.61577513959899e-07,0.76739445269039,0.563505698794252,0.69966554242482,414916,203,8541,33192,3,182,0.0799969150382246,0.0147783251231527,0.0213089802130898,0,0.0029111025807556,1.07718342639933e-06,0.203888753896138,0.332185610885004
"Unclassified_Lactobacillales","Oral",3.48626077487751e-75,NA,NA,0.945491886294127,0.399196666607639,NA,1636,NA,255,1498,NA,5,0.915647921760391,NA,0.0196078431372549,9.73247799653306e-75,NA,NA,0.546295219686487,NA
"Unclassified_Leptotrichiaceae","Oral",5.55026493991687e-225,0.924123033610914,7.17325406514078e-13,0.734510271767332,0.580755031901024,0.777600631570542,280302,192,6409,15346,16,99,0.0547480931281261,0.0833333333333333,0.015447027617413,2.75457593314393e-224,1,1.43465081302816e-11,0.153755239866308,NA
"Unclassified_Neisseriaceae","Oral",3.89835639892088e-90,0.174608314120562,0.229109204313419,0.692569243834653,0.502301087036654,0.582399602820942,47943,17,1810,13874,4,42,0.289385311724339,0.235294117647059,0.0232044198895028,1.24376132727476e-89,0.436520785301404,0.374055843777011,0.190268156797999,0.579023010827155
"Unclassified_Pasteurellaceae","Oral",2.40366919555144e-87,0.0482224690261665,0.246431669332431,0.809915093960575,0.680009750725704,0.698779310614525,100017,55,3213,48449,21,788,0.484407650699381,0.381818181818182,0.245253657018363,7.3202652773612e-87,0.241112345130833,0.39429067093189,0.12990534323487,0.85551356532822
"Unclassified_Peptostreptococcaceae","Oral",5.48335386295664e-295,1,0.5,0.754230131562111,0.512453705463255,1,55190,1,3805,19291,1,94,0.349537959775322,1,0.0247043363994744,4.59230886022619e-294,1,0.677966101694915,0.241776426098856,NA
"Unclassified_Porphyromonadaceae","Oral",5.6231560084861e-07,NA,NA,0.799864449057164,0.588285030325526,NA,218,NA,58,119,NA,0,0.545871559633027,NA,0,9.41878631421421e-07,NA,NA,0.211579418731638,NA
"Unclassified_Prevotellaceae","Oral",3.78310199687111e-256,1.57961533493646e-06,0.796842868957605,0.891040104910825,0.6433426231518,0.581015016593496,84699,50,2404,58641,15,486,0.692345836432543,0.3,0.20216306156406,2.6680824609512e-255,6.31846133974582e-05,0.923875790095774,0.247697481759025,1.25162793790104
