"genus","class","fc1_p","fc2_p","fc3_p","between_mean1","within_mean1","family_mean1","total_number_between","total_number_family","total_number_within","number_1_between","number_1_family","number_1_within","freq_between","freq_family","freq_within","fc1_p_adjust","fc2_p_adjust","fc3_p_adjust","fc1","fc2"
"Unclassified_Bacteria","Stool",0,0.999999939589522,0,0.962241179225222,0.794701827024285,0.977684844909251,67567,3104,5184,55018,2679,1437,0.814273239895215,0.863079896907217,0.277199074074074,0,1,0,0.167539352200937,0
"Unclassified_Bacteroidaceae","Stool",5.6399018457153e-100,NA,NA,0.983771133610806,0.51619226753509,NA,1539,NA,352,1469,NA,43,0.9545159194282,NA,0.122159090909091,1.34929297321543e-99,NA,NA,0.467578866075716,NA
"Unclassified_Bacteroidales","Stool",1.00483229870953e-262,0.999999999202168,5.16788381549518e-278,0.993382725041432,0.616693430857563,1,19357,1539,1049,18900,1539,217,0.976390969675053,1,0.206863679694948,3.39130900814467e-262,1,1.63832912448677e-277,0.376689294183869,0
"Unclassified_Bacteroidetes","Stool",7.27364896474734e-125,NA,NA,0.988854643989535,0.42713101717608,NA,3126,NA,360,3057,NA,10,0.977927063339731,NA,0.0277777777777778,1.90933285324618e-124,NA,NA,0.561723626813455,NA
"Unclassified_Burkholderiales","Stool",5.72185559379425e-51,0.0628304865290685,0.149131643443291,0.736548358210086,0.526075558718271,0.63018686145858,8222,25,1069,2922,3,157,0.355387983459012,0.12,0.146866230121609,1.21509068227765e-50,0.195036301933983,0.162194269146353,0.210472799491814,0.505345569633295
"Unclassified_Candidatus_Saccharibacteria","Stool",0.00125033910038755,0.654270875831262,0.00114616543155932,0.937572302738702,0.717555745151596,0.939158267958346,632,85,24,552,76,11,0.873417721518987,0.894117647058824,0.458333333333333,0.00152460703208546,1,0.00136622919441871,0.220016557587106,0
"Unclassified_Christensenellaceae","Stool",4.27646753573868e-06,NA,NA,0.969650458391702,0.594209133945976,NA,782,NA,38,745,NA,19,0.952685421994885,NA,0.5,5.77323117324722e-06,NA,NA,0.375441324445726,NA
"Unclassified_Clostridia","Stool",2.65201443952183e-06,0.968422331241977,0.000542166280836783,0.833676448831139,0.623332984712915,1,465,12,84,346,12,29,0.744086021505376,1,0.345238095238095,3.63210673238859e-06,1,0.000673189798705672,0.210343464118224,0
"Unclassified_Clostridiales","Stool",0,1,0,0.98016385130159,0.764692248944268,0.988260495331109,238265,10992,8864,186096,9910,1659,0.781046313978134,0.901564774381368,0.18716155234657,0,1,0,0.215471602357322,0
"Unclassified_Clostridiales_Incertae_Sedis_XIII","Stool",3.28440506997858e-115,2.00828398749862e-55,6.49857035477674e-33,0.933212309613143,0.743523084807531,0.840909496926818,47413,3738,1824,41844,2780,964,0.882542762533482,0.743713215623328,0.528508771929825,8.06172153540197e-115,2.99234314137294e-54,1.16661082272498e-32,0.189689224805612,0.486600189235389
"Unclassified_Cytophagales","Stool",1.41101325162337e-36,0.000832727771370755,0.016175515098804,0.904137789857951,0.485901184570763,0.661349712168389,1225,33,173,1013,15,15,0.826938775510204,0.454545454545455,0.0867052023121387,2.7779323391335e-36,0.00310191094835606,0.0181214417272315,0.418236605287187,0.58050413239857
"Unclassified_Eggerthellaceae","Stool",4.66416565958874e-241,6.41722632374401e-06,1.30435415950427e-210,0.952058007972744,0.574798246757403,0.930013611984189,38318,3154,1306,34076,2695,302,0.889294848374132,0.854470513633481,0.231240428790199,1.46921218277045e-240,2.87810368699222e-05,3.59905129196548e-210,0.377259761215341,0.0584329373414726
"Unclassified_Erysipelotrichaceae","Stool",0,1,0,0.847808403881658,0.621245005758051,0.977615268493392,36498,2097,4183,20334,1923,280,0.557126417885912,0.917024320457797,0.0669376045900072,0,1,0,0.226563398123607,0
"Unclassified_Firmicutes","Stool",3.48600679331688e-258,0.999999999999189,2.06109988116916e-300,0.987942941825233,0.764462758371844,0.994686000579241,31371,1914,1695,29084,1869,625,0.927098275477352,0.976489028213166,0.368731563421829,1.13595738609809e-257,1,6.67617135422184e-300,0.223480183453389,0
"Unclassified_Kiloniellaceae","Stool",2.40570493834479e-13,NA,NA,0.85840126220428,0.493979540467117,NA,65,NA,106,50,NA,0,0.769230769230769,NA,0,3.85320536734886e-13,NA,NA,0.364421721737163,NA
"Unclassified_Lachnospiraceae","Stool",0,2.19905524146042e-27,0,0.926158288798254,0.746462750103516,0.92162185758607,391822,21386,11373,80070,3654,347,0.204352997024159,0.170859440755635,0.030510859052141,0,1.92740724104472e-26,0,0.179695538694738,0.0252450964845066
"Unclassified_Muribaculaceae","Stool",0,NA,NA,0.976466431180718,0.669259811744303,NA,5387,NA,1994,5069,NA,481,0.940968999443104,NA,0.241223671013039,0,NA,NA,0.307206619436416,NA
"Unclassified_Peptococcaceae_1","Stool",0.000838574776941229,0.927711083720218,0.00120817326693159,0.958521391698242,0.779900986641888,1,526,24,45,492,24,30,0.935361216730038,1,0.666666666666667,0.00103588648916269,1,0.00142871283153021,0.178620405056354,0
"Unclassified_Prevotellaceae","Stool",1.2869868730527e-26,0.92365779596657,8.79276044405806e-14,0.993167581794967,0.686763509494481,1,1994,67,150,1963,67,62,0.984453360080241,1,0.413333333333333,2.38471097065647e-26,1,1.33685847567822e-13,0.306404072300486,0
"Unclassified_Proteobacteria","Stool",1.70599238630965e-219,0.709672812242853,1.56647533948601e-14,0.784318912839831,0.562756423661329,0.90742629831611,21607,79,3067,9143,10,226,0.42314990512334,0.126582278481013,0.0736876426475383,5.2857796887299e-219,1,2.45689290087805e-14,0.221562489178503,0
"Unclassified_Ruminococcaceae","Stool",0,2.67493510289894e-18,0,0.979690192604155,0.770116355945193,0.974224435508347,381538,19971,11177,196203,9950,914,0.514242355938334,0.498222422512643,0.0817750738122931,0,1.66068887638309e-17,0,0.209573836658962,0.0260803408619265
"Unclassified_Streptophyta","Stool",0.00280344397007515,0.227399265424077,0.00827602935532376,0.953090907340109,0.91913636329989,0.952474848969918,14036,1188,352,12737,1067,295,0.907452265602736,0.898148148148148,0.838068181818182,0.00337484656270194,0.555450664724385,0.00955913468173054,0.0339545440402182,0.0181436207613604
"Veillonella","Stool",3.42558676462025e-15,6.57554762494274e-22,0.0021906750740405,0.951863065425173,0.854776971349726,0.90144455932437,8833,1227,380,7436,824,226,0.841843088418431,0.671556642216789,0.594736842105263,5.62987737837589e-15,4.45343907325667e-21,0.00255008270337527,0.0970860940754465,0.519317483939789
"Victivallis","Stool",0,0.999994690376055,8.62177368320284e-236,0.930462569377986,0.70743840905807,0.949813561676599,21552,1872,3372,16744,1563,1027,0.776911655530809,0.834935897435897,0.304567022538553,0,1,2.47046976691774e-235,0.223024160319916,0
"Abiotrophia","Skin",0.000118397751239253,0.999843152754189,7.14495455308807e-06,0.577791870015214,0.516362040338928,0.836143369010516,17839,34,655,1922,12,46,0.107741465328774,0.352941176470588,0.0702290076335878,0.000368892167084285,1,0.000204822030521858,0.0614298296762864,0
"Acinetobacter","Skin",9.94557621645773e-09,0.00648509261408235,0.942726498944532,0.931711039190228,0.903157942858669,0.883940171413289,152779,83,3658,112019,45,2500,0.733209407052016,0.542168674698795,0.683433570256971,4.46366932571972e-08,0.223087185924433,1,0.0285530963315591,1.67305385105077
"Actinomyces","Skin",7.62444187932266e-11,0.768626241630495,0.0337399208539801,0.764283499518381,0.704188789539177,0.802617386400399,68354,58,1713,23776,23,459,0.347836264154256,0.396551724137931,0.267950963222417,4.42217629000714e-10,1,0.301958083131713,0.0600947099792049,0
"Adhaeribacter","Skin",0.130733152938669,NA,NA,0.978484960312611,0.891851851851852,NA,310,NA,15,296,NA,12,0.954838709677419,NA,0.8,0.198735478459187,NA,NA,0.0866331084607587,NA
"Aeromonas","Skin",0.0495987336597003,0.5,1,0.599669538170128,0.522952161865617,0.379310344827586,951,1,83,130,0,1,0.136698212407992,0,0.0120481927710843,0.0849941935895773,0.905263157894737,1,0.0767173763045119,2.87235048899323
"Aggregatibacter","Skin",8.5218296825242e-24,0.87721674337706,0.00566519599574139,0.771196862019729,0.595304207199052,0.941677622078927,7993,9,513,2421,3,59,0.302890028775178,0.333333333333333,0.115009746588694,1.03636444848762e-22,1,0.0903610232982861,0.175892654820677,0
"Agrobacterium","Skin",0.0585327042137915,0.774245214263865,0.176485582177184,0.740746218202376,0.707689066286139,0.816988294314381,10560,10,308,4297,6,104,0.406912878787879,0.6,0.337662337662338,0.0989543923255577,1,0.701961875177683,0.0330571519162371,0
"Alloiococcus","Skin",1.79593851115649e-27,NA,NA,0.616527568392698,0.336196176865811,NA,541,NA,200,96,NA,9,0.177449168207024,NA,0.045,2.70827527482398e-26,NA,NA,0.280331391526887,NA
"Alloprevotella","Skin",8.16791228413594e-14,0.392466815063398,0.448014358387243,0.846815458098625,0.709444236418225,0.616951182988919,6062,7,259,3063,4,49,0.505278785879248,0.571428571428571,0.189189189189189,5.598732602035e-13,0.905263157894737,0.977272727272727,0.1373712216804,1.67330735140796
"Anaerobutyricum","Skin",0.0219901631171509,0.308537538725987,0.792891910878737,0.902046927573672,0.793444457376,0.818181818181818,518,2,41,367,1,21,0.708494208494209,0.5,0.51219512195122,0.0443331095998176,0.895833333333333,1,0.108602470197672,0.772221011540598
"Anaerococcus","Skin",0,0.46099579619961,2.85129757718811e-13,0.89109645841018,0.738411316592406,0.896132978249589,336058,200,8607,99029,49,1025,0.294678299579239,0.245,0.119089113512257,0,0.905263157894737,4.90423183276355e-11,0.152685141817773,0
"Arachnia","Skin",0.11512295317979,1,1,0.855701847914984,0.781077960507218,1,271,1,28,200,1,16,0.738007380073801,1,0.571428571428571,0.177148381015432,1,1,0.0746238874077663,0
"Arboricoccus","Skin",0.0436433850569431,NA,NA,0.878950216450216,0.590105132962276,NA,48,NA,7,39,NA,2,0.8125,NA,0.285714285714286,0.0776111139927715,NA,NA,0.288845083487941,NA
"Bacteroides","Skin",0.00162579422015878,0.5,0.309919559342709,0.94482224570915,0.891081923361813,0.958333333333333,4886,4,160,3566,3,94,0.729840360212853,0.75,0.5875,0.00419811247260179,0.905263157894737,0.859740963555174,0.0537403223473366,0
"Barnesiella","Skin",0.00307530557442954,NA,NA,0.936728347091238,0.494740934571329,NA,49,NA,6,39,NA,0,0.795918367346939,NA,0,0.0076275671155259,NA,NA,0.441987412519909,NA
"Barrientosiimonas","Skin",0.0159630128718971,NA,NA,0.833389723536066,0.670202746781231,NA,19,NA,171,0,NA,0,0,NA,0,0.0334336436261401,NA,NA,0.163186976754834,NA
"Bdellovibrio","Skin",0.0180413826930414,0.034459222144751,0.821914836025339,0.971587902841896,0.799547511312217,0.777900824412452,169,4,17,158,1,11,0.93491124260355,0.25,0.647058823529412,0.037371435578443,0.678446966509557,1,0.172040391529679,1.12582328316796
"Bifidobacterium","Skin",0.00502268601791766,0.964649427567008,0.0983528012294734,0.828358624189331,0.740799475423008,1,5044,3,206,2545,3,89,0.504559873116574,1,0.432038834951456,0.0118347039297185,1,0.583333855567911,0.0875591487663228,0
"Blastocatella","Skin",1.3221542602814e-10,NA,NA,0.955679501966994,0.739419771931515,NA,245,NA,55,204,NA,12,0.83265306122449,NA,0.218181818181818,7.33017876656014e-10,NA,NA,0.216259730035479,NA
"Blautia","Skin",1.03683204495494e-09,0.166666666666667,0.833333333333333,0.851762822137073,0.754467951743491,0.633888888888889,6398,2,270,3170,0,65,0.495467333541732,0,0.240740740740741,5.05539696060389e-09,0.875607384230053,1,0.0972948703935821,2.23931572514388
"Bosea","Skin",0.00398826700213005,0.32227608525795,0.67772391474205,0.830701082108849,0.758405384438522,0.704347826086957,4781,4,265,3040,2,142,0.635850240535453,0.5,0.535849056603774,0.00970049457937438,0.895833333333333,1,0.0722956976703268,1.7477285660631
"Brachybacterium","Skin",2.03177376009566e-09,NA,NA,0.73069063592683,0.590701210652745,NA,4469,NA,284,1528,NA,43,0.3419109420452,NA,0.151408450704225,9.45652725377854e-09,NA,NA,0.139989425274085,NA
"Bradyrhizobium","Skin",5.74799886585348e-06,0.228618163358121,0.549478320034506,0.775324784907884,0.737412896445669,0.729196011003404,140840,66,3547,69991,30,1644,0.496953990343652,0.454545454545455,0.463490273470539,2.0252295069409e-05,0.876877902059512,1,0.0379118884622146,1.21673637941973
"Brevibacterium","Skin",2.32772002984333e-29,0.359399984573393,0.157004703374388,0.880807124019308,0.736370511458752,0.837540991826706,16425,14,766,11253,9,319,0.685114155251141,0.642857142857143,0.41644908616188,3.65646021354556e-28,0.905263157894737,0.692430999497302,0.144436612560556,0.299551003208848
"Brevundimonas","Skin",1.58020698458263e-13,0.244710112202654,0.297243811313957,0.782858535189004,0.687304201578227,0.796654151923561,45148,20,1192,20315,3,419,0.44996456099938,0.15,0.351510067114094,1.06381791640652e-12,0.876877902059512,0.859740963555174,0.0955543336107771,0
"Brucella","Skin",0.0257535543195576,0.232853298382304,0.614478285721406,0.79464589693321,0.755397698118944,0.721619492181308,28275,30,615,13331,13,268,0.471476569407604,0.433333333333333,0.435772357723577,0.0508329318244671,0.876877902059512,1,0.0392481988142654,1.86063072849495
"Buchnera","Skin",0.0370049849931174,NA,NA,1,0.767693566695705,NA,39,NA,6,39,NA,3,1,NA,0.5,0.068386663443163,NA,NA,0.232306433304295,NA
"Campylobacter","Skin",8.78987851297039e-81,0.96179194714723,2.16045209215739e-07,0.905896681839409,0.757766235708146,0.913465671522957,49387,56,1278,30878,45,341,0.625225261708547,0.803571428571429,0.266823161189358,6.62756839877967e-79,1,1.23865919950357e-05,0.148130446131263,0
"Capnocytophaga","Skin",3.03508810954527e-19,0.963473741814589,0.000215438712042859,0.866318442754954,0.78747405652474,0.959316960984145,38684,40,1179,18414,24,389,0.476010753800021,0.6,0.329940627650551,3.0111268876278e-18,1,0.00529363692448168,0.078844386230215,0
"Cardiobacterium","Skin",2.6872896710368e-05,0.441210057037752,0.671372415640365,0.759477548320447,0.671307003605402,0.571895424836601,2796,4,203,1207,2,43,0.431688125894134,0.5,0.211822660098522,8.80963657374671e-05,0.905263157894737,1,0.0881705447150455,2.12749194291681
"Caulobacter","Skin",0.0351794363907483,1,1,0.927124374436147,0.851681139287493,1,1736,1,93,1492,1,71,0.859447004608295,1,0.763440860215054,0.0659833209916026,1,1,0.0754432351486545,0
"Cellvibrio","Skin",0.0142203311332374,NA,NA,0.953278611162039,0.536916786916787,NA,147,NA,6,134,NA,2,0.91156462585034,NA,0.333333333333333,0.0304605956660824,NA,NA,0.416361824245252,NA
"Chryseobacterium","Skin",2.09284566882376e-23,0.00175129360636772,0.690721169905256,0.925675205890482,0.821024202384271,0.819670000555696,21249,31,665,16640,12,353,0.783095675090593,0.387096774193548,0.530827067669173,2.46563380358299e-22,0.100407500098416,1,0.10465100350621,1.01294017050199
"Citricoccus","Skin",1.56631921277228e-06,NA,NA,0.768757389564756,0.463723259803453,NA,543,NA,52,314,NA,5,0.578268876611418,NA,0.0961538461538462,5.84655785361534e-06,NA,NA,0.305034129761303,NA
"Clostridium_sensu_stricto","Skin",0.0875216105233478,NA,NA,0.956586389995047,0.916339977756606,NA,1935,NA,81,1692,NA,65,0.874418604651163,NA,0.802469135802469,0.139184547348472,NA,NA,0.0402464122384413,NA
"Cohnella","Skin",0.0878671678221126,NA,NA,0.976732026143791,0.760942760942761,NA,85,NA,6,82,NA,4,0.964705882352941,NA,0.666666666666667,0.139184547348472,NA,NA,0.21578926520103,NA
"Collinsella","Skin",0.000188294313594369,1,0.5,0.741690389777918,0.606463387298459,1,1621,1,89,429,1,6,0.264651449722394,1,0.0674157303370786,0.000563388541468867,1,0.977272727272727,0.135227002479459,0
"Conchiformibius","Skin",0.00709335108662284,0.110335680959923,0.833333333333333,0.905062422283046,0.785138308229728,0.566899766899767,518,2,41,380,0,19,0.733590733590734,0,0.463414634146341,0.0161506372760781,0.735757427295503,1,0.119924114053318,2.81980532483177
"Coprococcus","Skin",1.95215342524627e-07,0.979386583331418,0.110335680959923,0.873481854189416,0.545421387749365,1,735,2,43,456,2,6,0.620408163265306,1,0.13953488372093,8.08749276173454e-07,1,0.612185068551833,0.32806046644005,0
"Corynebacterium","Skin",3.82484071649767e-197,0.00310526299648416,0.0242456939552288,0.774881615821055,0.680907440952877,0.726364792332098,496818,301,13436,54943,26,1026,0.110589793445487,0.0863787375415282,0.0763620125037213,4.80654983373207e-195,0.133526308848819,0.245309374135256,0.0939741748681783,0.51627826003276
"Cryobacterium","Skin",0.125182710486692,NA,NA,0.475624591721131,0.336612614261027,NA,242,NA,11,0,NA,0,0,NA,0,0.191068347584952,NA,NA,0.139011977460104,NA
"Cumulibacter","Skin",2.32995813276821e-07,NA,NA,0.98441320393434,0.748449782230874,NA,21,NA,45,18,NA,7,0.857142857142857,NA,0.155555555555556,9.44509909735069e-07,NA,NA,0.235963421703466,NA
"Curtobacterium","Skin",0.0299723070587843,NA,NA,0.42329977038829,0.254577632968513,NA,334,NA,17,0,NA,0,0,NA,0,0.0579464603136497,NA,NA,0.168722137419777,NA
"Cutibacterium","Skin",2.33673527963794e-228,0.588229183657642,1.35368598896801e-07,0.703964393129619,0.591506942039429,0.72546923457987,596862,296,15013,539,0,0,0.000903056317875824,0,0,4.40474600211752e-226,0.967965367965368,1.16416995051249e-05,0.11245745109019,0
"Deinococcus","Skin",1.49587687529464e-61,0.308537538725987,0.666666666666667,0.975605920376325,0.775460550938467,0.5,4719,2,329,4243,1,78,0.899131171858445,0.5,0.237082066869301,8.056365456944e-60,0.895833333333333,1,0.200145369437858,2.37630239316625
"Delftia","Skin",9.68442019139559e-15,0.708371645989411,0.021576171510702,0.578220416590381,0.532909600382462,0.608514326509632,219639,138,5008,0,0,0,0,0,0,7.0212046387618e-14,1,0.231943843740047,0.0453108162079185,0
"Dermabacter","Skin",1.45065102344605e-26,0.244508412475681,0.213129400274673,0.815063847693154,0.700775574868212,0.752044951888276,23808,25,1143,10472,9,294,0.439852150537634,0.36,0.257217847769029,2.10344398399677e-25,0.876877902059512,0.748127690760077,0.114288272824942,0.551402993913514
"Dermacoccus","Skin",1.92312998077869e-10,NA,NA,0.743077080525174,0.597980732907716,NA,3639,NA,366,1531,NA,88,0.420719978015938,NA,0.240437158469945,1.0353553475255e-09,NA,NA,0.145096347617458,NA
"Dialister","Skin",1.24887200080775e-21,0.955513494149093,0.034459222144751,0.888543817205764,0.741617839499086,1,8753,4,423,5717,4,143,0.653147492288358,1,0.33806146572104,1.42674164940764e-20,1,0.301958083131713,0.146925977706677,0
"Dietzia","Skin",9.23959372980691e-13,NA,NA,0.805679212219217,0.62631653235464,NA,1487,NA,166,774,NA,13,0.520511096166779,NA,0.0783132530120482,6.11109971252141e-12,NA,NA,0.179362679864578,NA
"Diplorickettsia","Skin",0.000302546041787021,NA,NA,0.871483881998715,0.527362193362193,NA,26,NA,10,15,NA,0,0.576923076923077,NA,0,0.000864089831467477,NA,NA,0.344121688636522,NA
"Dolosigranulum","Skin",2.78272384597718e-15,0.8,0.2,0.585399894105599,0.510038459031905,0.73928879663056,12724,3,1808,482,0,24,0.0378811694435712,0,0.0132743362831858,2.1409936529253e-14,1,0.716666666666667,0.075361435073694,0
"Eikenella","Skin",0.00029292198473551,NA,NA,0.769118741825143,0.479126027598425,NA,503,NA,25,272,NA,0,0.540755467196819,NA,0,0.000849473755732978,NA,NA,0.289992714226718,NA
"Enhydrobacter","Skin",6.41418345359123e-07,0.732955042894108,0.0571680511062807,0.600218829922974,0.54258288305636,0.635921560186859,43729,42,1079,293,0,6,0.00670035902947701,0,0.00556070435588508,2.46749710408561e-06,1,0.427517599577403,0.0576359468666136,0
"Enterococcus","Skin",0.0324182616600136,1,0.5,0.732201617544732,0.62975897359561,1,878,1,67,318,1,17,0.362186788154898,1,0.253731343283582,0.0611084232291256,1,0.977272727272727,0.102442643949122,0
"Enterovirga","Skin",1.13736794806611e-12,NA,NA,1,0.53732628455356,NA,23,NA,55,23,NA,0,1,NA,0,7.26758841391397e-12,NA,NA,0.46267371544644,NA
"Eubacterium","Skin",0.00697806479241886,0.26290447672647,0.775411399194855,0.750653404749222,0.68051254250013,0.526334610472541,7233,5,265,2638,2,82,0.36471726807687,0.4,0.309433962264151,0.0160410391874507,0.895833333333333,1,0.0701408622490921,3.19811857288059
"Exiguobacterium","Skin",0.000573235555658484,0.647271506944363,0.142875109671237,0.80730274956063,0.599641655872029,0.917910447761194,566,4,60,364,3,22,0.643109540636042,0.75,0.366666666666667,0.00158904268002389,0.9994093746169,0.6826255239848,0.207661093688601,0
"Facklamia","Skin",3.30309007552055e-24,0.851383466094696,0.00132514605989663,0.836821424030873,0.548396437964171,0.98052371633585,2367,7,182,1381,5,12,0.583438952260245,0.714285714285714,0.0659340659340659,4.29401709817672e-23,1,0.0253250135891356,0.288424986066702,0
"Faecalibacterium","Skin",3.41056790144727e-05,0.184746460604909,0.585375770408527,0.885040308284308,0.822784478272844,0.810796840458537,5151,8,197,3125,3,78,0.606678314890313,0.375,0.395939086294416,0.000108964754139459,0.875607384230053,1,0.0622558300114635,1.19255446135888
"Fastidiosipila","Skin",0.148678381580545,NA,NA,0.895602209519612,0.706349206349206,NA,71,NA,7,59,NA,4,0.830985915492958,NA,0.571428571428571,0.220676180534903,NA,NA,0.189253003170406,NA
"Ferruginibacter","Skin",0.195682969153776,NA,NA,0.987854251012146,0.928571428571429,NA,38,NA,7,37,NA,6,0.973684210526316,NA,0.857142857142857,0.27323140507768,NA,NA,0.0592828224407171,NA
"Fimbriiglobus","Skin",2.68747563501149e-06,NA,NA,1,0.669399492549647,NA,106,NA,30,106,NA,14,1,NA,0.466666666666667,9.83668266407118e-06,NA,NA,0.330600507450353,NA
"Finegoldia","Skin",2.72230214819856e-56,0.920204609312566,5.24065982706773e-06,0.689018337687206,0.557800087955822,0.758380475481567,100228,86,2517,1768,0,25,0.0176397812986391,0,0.00993245927691696,1.28288488733857e-54,1,0.00018027869805113,0.131218249731383,0
"Flavisolibacter","Skin",1.94987346616208e-10,NA,NA,0.943454478787835,0.708938445935379,NA,402,NA,63,339,NA,17,0.843283582089552,NA,0.26984126984127,1.0353553475255e-09,NA,NA,0.234516032852456,NA
"Flavobacterium","Skin",0.00131936997940845,0.308537538725987,0.933192798731142,0.981040577382234,0.959545567241195,0.857142857142857,5219,2,239,4957,1,208,0.949798812032956,0.5,0.870292887029289,0.00345418390442351,0.895833333333333,1,0.0214950101410387,5.7640224138731
"Fusicatenibacter","Skin",0.0469421003622589,0.5,1,0.590844164091257,0.503751349855351,0.5,888,1,57,0,0,0,0,0,0,0.081553787265307,0.905263157894737,1,0.0870928142359066,1.04307301226011
"Fusobacterium","Skin",1.98682683719854e-05,0.562327227007005,0.226736071619334,0.875873591744894,0.832975291434101,0.841189037478968,37136,30,1060,20751,18,515,0.558783929340801,0.6,0.485849056603774,6.62861697012255e-05,0.964007047860932,0.749973159971642,0.0428983003107926,0.808529802221563
"Gardnerella","Skin",0.00482354190025635,1,0.5,0.789140291443473,0.672454088977944,0.985611510791367,1234,1,91,516,0,27,0.418152350081037,0,0.296703296703297,0.0115093373189661,1,0.977272727272727,0.116686202465529,0
"Gemella","Skin",8.59114229824805e-08,0.46296001294654,0.324454612155203,0.562053957395084,0.521617916344161,0.559160091559493,84864,33,3093,1574,0,88,0.018547322775264,0,0.0284513417394116,3.59873405159946e-07,0.905263157894737,0.859740963555174,0.040436041050923,0.0715664976189651
"Gemmata","Skin",6.28709631628476e-30,NA,NA,0.9826435246996,0.57483595930252,NA,107,NA,46,105,NA,1,0.981308411214953,NA,0.0217391304347826,1.12868348154255e-28,NA,NA,0.407807565397079,NA
"Gordonia","Skin",5.01414916689952e-10,0.309919559342709,0.441210057037752,0.878764429384922,0.713433746626611,0.738095238095238,1819,4,130,1260,2,37,0.692688290269379,0.5,0.284615384615385,2.52044564789482e-09,0.895833333333333,0.977272727272727,0.16533068275831,0.85083536185066
"Haematobacter","Skin",0.187656391425105,NA,NA,0.593572037590906,0.43268173355316,NA,87,NA,18,0,NA,0,0,NA,0,0.264968013360542,NA,NA,0.160890304037746,NA
"Haemophilus","Skin",4.68349687163759e-15,0.272006331182897,0.288903842155088,0.683432688898443,0.634846224620288,0.665456215695783,149509,100,4681,13988,5,455,0.0935595850417032,0.05,0.0972014526810511,3.53135664121474e-14,0.895833333333333,0.859740963555174,0.0485864642781556,0.369989326651667
"Hydrogenophaga","Skin",0.0148009699841361,NA,NA,0.95179428784603,0.628952684742158,NA,56,NA,10,48,NA,4,0.857142857142857,NA,0.4,0.0313481218203332,NA,NA,0.322841603103872,NA
"Iamia","Skin",0.00711142118787523,NA,NA,0.77786267627848,0.555359758875084,NA,104,NA,32,59,NA,9,0.567307692307692,NA,0.28125,0.0161506372760781,NA,NA,0.222502917403396,NA
"Intestinimonas","Skin",0.327653194752569,NA,NA,0.856437963805671,0.77989247311828,NA,30,NA,6,18,NA,3,0.6,NA,0.5,0.405000834169569,NA,NA,0.0765454906873917,NA
"Jeotgalicoccus","Skin",0.287275769513541,NA,NA,0.812093437107963,0.645240384615385,NA,245,NA,8,142,NA,4,0.579591836734694,NA,0.5,0.370900565433579,NA,NA,0.166853052492578,NA
"Keratinibaculum","Skin",0.0131829509051727,0.5,0.166666666666667,0.843225364886611,0.579236100454101,0.916666666666667,157,2,12,101,1,2,0.643312101910828,0.5,0.166666666666667,0.0283998428071435,0.905263157894737,0.701961875177683,0.26398926443251,0
"Kingella","Skin",0.0806907810470082,0.598342187312602,0.29472219755012,0.762028352635267,0.705902618138433,0.813488482843322,2393,6,86,1236,3,34,0.51650647722524,0.5,0.395348837209302,0.130001813909069,0.970894869978939,0.859740963555174,0.0561257344968334,0
"Klebsiella","Skin",4.88451709608815e-10,0.1,0.8,0.766117782514402,0.64164903620377,0.486535303776683,9376,3,351,4096,0,75,0.436860068259386,0,0.213675213675214,2.48846343949356e-09,0.735757427295503,1,0.124468746310632,2.24620627285805
"Kocuria","Skin",3.4686621433421e-20,NA,NA,0.816257138328757,0.65222177169439,NA,15715,NA,575,9365,NA,194,0.595927457842825,NA,0.337391304347826,3.63246007788881e-19,NA,NA,0.164035366634367,NA
"Lachnoanaerobaculum","Skin",7.34942373636685e-06,0.0434089248393167,0.85150521240091,0.807868987939521,0.726268096489422,0.649385824162636,19106,17,578,7894,2,205,0.41316863812415,0.117647058823529,0.354671280276817,2.56549328575028e-05,0.678446966509557,1,0.0816008914500987,1.94217441697683
"Lacticaseibacillus","Skin",0.0381750832419286,NA,NA,0.712861744955092,0.379001425131456,NA,425,NA,10,195,NA,2,0.458823529411765,NA,0.2,0.0698641086514908,NA,NA,0.333860319823636,NA
"Lactobacillus","Skin",1.1908207606711e-29,0.5,0.5,0.884478933328896,0.762275518827295,0.967787114845938,21427,2,726,14460,1,267,0.674849488962524,0.5,0.367768595041322,2.04063375805911e-28,0.905263157894737,0.977272727272727,0.122203414501601,0
"Lancefieldella","Skin",0.000267846163731576,0.104355725626708,0.775375081626329,0.758855887236329,0.662612357006136,0.574002350236009,10279,12,294,3984,2,89,0.387586341083763,0.166666666666667,0.302721088435374,0.000788890654115657,0.735757427295503,1,0.0962435302301935,1.92068533394599
"Lawsonella","Skin",3.75790459524898e-09,NA,NA,0.724860980281143,0.442383364063363,NA,494,NA,101,253,NA,11,0.512145748987854,NA,0.108910891089109,1.72771955171813e-08,NA,NA,0.282477616217779,NA
"Leptotrichia","Skin",6.57820032475717e-24,0.0896546842706037,0.186779446135741,0.946160780561789,0.875999998634892,0.935193097711423,53796,58,1424,37974,32,789,0.705888913673879,0.551724137931034,0.554073033707865,8.26660507477818e-23,0.735757427295503,0.701961875177683,0.0701607819268971,0.156322129673427
"Leuconostoc","Skin",0.0426972860073023,1,0.308537538725987,0.869527205215793,0.810374044549156,1,2676,2,97,1988,2,61,0.742899850523169,1,0.628865979381443,0.076288515757123,1,0.859740963555174,0.0591531606666365,0
